tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
2644948,DoorDash_Help,False,Tue Oct 31 03:58:25 +0000 2017,"@746262 Hi Laurenzo,So sorry about your experience if you can DM us your information we will be in contact right away to get this resolved",,2644949.0
2094259,528154,True,Wed Nov 08 21:10:15 +0000 2017,@Uber_Support I responded back as well now .. please get this sorted ..,2094262,2094257.0
2620199,740409,True,Fri Nov 17 15:26:50 +0000 2017,@Delta I just had my flight delayed and the wait to speak to a phone representative is 1hr 54minutes... In what world is this reasonable customer service?,2620198,
1684307,511862,True,Sun Nov 05 00:01:55 +0000 2017,Lost Samsung Galaxy S6 so I replaced it with LG V30. I declined dubious Asurion coverage Verizon offered. Here's problem with Asurion....,1684306,
1343935,433425,True,Fri Oct 27 17:34:08 +0000 2017,"@sprintcare Not anymore, I am still annoyed at how I was treated over chat and how long it took to pre order my phone through sprint.",1343937,1343934.0
114479,141452,True,Wed Nov 22 18:42:42 +0000 2017,"@AppleSupport I’m running iOS 11.1.2. I want to be able to permanently: (a) keep flash off, (b) keep live photo off, and (c) keep HDR on. Currently, I have to go in and change all these settings every time I take a photo. Thanks.",114478,114480.0
353363,200003,True,Sun Oct 08 13:27:51 +0000 2017,@Safaricom_Care do you have a problem on Paybill 290027? Deposits not reflecting after paying to the Paybill number..Advice,353361,
1263637,415930,True,Thu Oct 26 04:45:32 +0000 2017,@115765 Can you pre-download the game on xbox one now?,1263636,1227014.0
2209102,645770,True,Thu Oct 19 14:53:20 +0000 2017,@115873 Uber pool fucking sucks and is insanely overpriced. Just took me an hour and 20 mins to get from SF to Belmont. Was still late to work,2209101,
1037535,365442,True,Thu Oct 12 19:58:38 +0000 2017,"@SpotifyCares hi, i need support for spotify on a mac.",1037534,
1165586,394168,True,Mon Oct 23 15:43:28 +0000 2017,@394169 yo vic i gotta be honest i’m not feelin math today,1165585,
2549337,724347,True,Tue Oct 31 07:35:27 +0000 2017,@O2 My bank say there's nothing wrong at their end. I tried again this morning and payment is still bring declined.,,2549336.0
1042302,AmazonHelp,False,Mon Oct 23 08:35:52 +0000 2017,"@366438 Also, as this a social medial platform, please don't provide order details. We consider it personal information. ^HR",1042300,1042303.0
2722267,403168,True,Mon Nov 20 09:43:22 +0000 2017,"7 years ago today, I had a bit of a different morning commute. 

Still, the 7:32 @GWRHelp from Maidenhead to Paddington is fun too.

...ahem. https://t.co/3LWb5EHxEx",2722265,
2364709,AmazonHelp,False,Mon Nov 13 22:11:30 +0000 2017,"@417887 I'm so sorry your shipment was late. This is not the delivery experience that we want you to have. When you spoke with us, what options did we provide? ^AY",2364710,2364711.0
1492201,466529,True,Tue Oct 17 11:26:02 +0000 2017,@DoorDash_Help Still waiting to hear from someone,,1492200.0
2652583,AppleSupport,False,Sat Nov 18 21:40:55 +0000 2017,@747421  We'll be glad to help you get to the bottom of this issue. First lets back up your device and update to the recent iOS version 11.1.2. Let us know if that helps.,2652582,2652584.0
1655510,505219,True,Mon Nov 06 03:11:32 +0000 2017,"Very sneaky @115879, I only signed up for the $50 credit for first time users and you pull this? literally just signed in for the first time. https://t.co/RA2x9oS1Ju",1655509,
1036234,Morrisons,False,Sat Oct 14 18:33:07 +0000 2017,@313184 Very sorry about this :( Please send me your More card number via DM :) Thanks - Chloe,1036235,1036236.0
2944782,UPSHelp,False,Wed Nov 29 14:47:00 +0000 2017,"@379519 Unfortunately, we don't have a way to check this information in general, as a ""rural"" notification is typically due to the distance between our facility and the customer. Please use the link to send the track#, so we can look into this. ^AP",,2944783.0
72237,132218,True,Thu Nov 30 10:07:54 +0000 2017,@119309 @Safaricom_Care your online staff and customer care services are both incompetent and annoying. I have been waiting for your follow up for two days now. How much longer should I wait!?!?,"72236,72238",
1313423,159139,True,Fri Oct 27 10:10:01 +0000 2017,"@AmazonHelp There is one left. By the time I get a refund and then order it may not be there, so it's risky.",1313424,1313422.0
189617,160474,True,Wed Oct 04 10:46:05 +0000 2017,@British_Airways It should have been. BA2758. Apologies. The issue imho was that the Pilots were not fully appraised of the situation,189616,189618.0
640459,AskAmex,False,Wed Nov 22 20:09:13 +0000 2017,"@271949 Hi, thx or reaching out to us. Have you contacted Membership rewards regarding your points? ^K",640456,640460.0
2632145,TacoBellTeam,False,Fri Nov 17 18:35:32 +0000 2017,"@743209 Let's talk, Dustin. DM us. https://t.co/FUsmRWStIs",,2632146.0
811530,313352,True,Thu Oct 12 18:59:15 +0000 2017,@TacoBellTeam I was in the drive through line from start to finish for a solid 40 minutes,811532,811529.0
154057,comcastcares,False,Fri Nov 24 18:16:36 +0000 2017,@151284 Thanks for updating us on the situation and for bearing with us. Is there anything else I can look into for you today? -JB,,154056.0
303815,188537,True,Fri Oct 06 22:15:26 +0000 2017,@115955 STOP CALLING ME!!  I will sue you!!,303814,
1040803,TMobileHelp,False,Thu Nov 16 21:09:46 +0000 2017,@366196 @115913 Hi! Thanks for getting back to me. I'm showing we last spoke last week and this sounds like a different issue. Send me a DM and we can get this cleared up. Thank you! *AlissaFast,1040802,1040804.0
1550591,479907,True,Sat Nov 04 02:36:33 +0000 2017,"@AirbnbHelp I can't get help on the website. Shut down my account yesterday, but getting texts today to respond to an inquiry. I have no way",1550590,
2720226,763303,True,Mon Nov 20 09:29:22 +0000 2017,@LondonMidland Brilliant thank you!,,2720225.0
700929,287304,True,Thu Nov 23 16:55:25 +0000 2017,The @140153 @Delta choir in the Thanksgiving Parade was marvelous!!! Christmas harmony! 🎄🎶❤️,700928,
1558339,AskLyft,False,Sat Nov 04 12:35:23 +0000 2017,"@214599 Please contact our Critical Response Line. Click the ""Call Me"" button and enter your number at https://t.co/93jojKlTCK.",,1558340.0
94456,SouthwestAir,False,Thu Nov 30 15:35:22 +0000 2017,"@136512 We wish that too, Kendra! Next time we'll welcome him onboard with open wings! ^SL",,94457.0
2864782,AmazonHelp,False,Mon Nov 27 23:49:56 +0000 2017,"@795707 Sounds like you were blindingly struck by our good deals! ⚡ No worries, if you ever need to return anything bought in error, you can always refer here: https://t.co/eFtktFlqMS ^FD",2864783,2864784.0
233620,171612,True,Thu Oct 05 03:29:28 +0000 2017,@115858 my battery life sucks after the update????,233619,
1279163,419324,True,Thu Oct 26 16:58:02 +0000 2017,@Delta Well every time I sit on a plane I keep hearing a weird noise like a TiC ToC,"1279165,1279166,1279167,1279168",1279162.0
640889,272048,True,Wed Nov 22 20:57:46 +0000 2017,@VirginTrains Is this still the case or have Services been stopped...??,640891,640888.0
2327668,AskLyft,False,Mon Nov 13 13:31:20 +0000 2017,@674098 Hey Eddie! We are sorry for this experience. Can you DM us the phone number associated with your account so we can look into this for you? https://t.co/SXpdictw1A,,2327669.0
239059,132546,True,Thu Oct 05 12:50:19 +0000 2017,@idea_cares @idea_cares @116331  how many days I will chase you like this????when I will get response from you???,,239047.0
97073,AppleSupport,False,Thu Nov 30 16:14:32 +0000 2017,"@137193 We know how important it is for your iMessages to work so you can stay in touch with friends and family. Let’s go through some troubleshooting to see what we can find out. To start, which device are you using? Which software version are you running on the device?",,97074.0
1626963,498142,True,Tue Oct 17 12:18:38 +0000 2017,@GWRHelp @121203 Trying to get a train today? I wouldn’t bother. A 50minute delay? Well done 👏 #ihatetrains #missedmeeting,1626961,
2260983,658321,True,Sat Nov 11 01:52:35 +0000 2017,@658320 @SouthwestAir @126260 You are giving me post traumatic algebra class syndrome!,2260982,2260984.0
727361,comcastcares,False,Fri Oct 06 17:51:23 +0000 2017,"@294241 I can look into the charges. Please verify the address, phone number, and name on the account in a direct message to get started. -Tom",727362,727359.0
1534499,British_Airways,False,Fri Nov 03 23:51:10 +0000 2017,"@475880 We're sorry to hear this, Steph. We hope you didn't have too long to wait before you boarded. ^JR",1534500,1534501.0
581043,256910,True,Sun Dec 03 12:00:24 +0000 2017,@VirginTrains will the Euston to Preston trains be running around 4?,581042,
75046,132794,True,Thu Nov 30 11:11:22 +0000 2017,Thanks @VirginTrains - cancelled train and told I might have to sit on the floor on the next one #sterlingserviceasusual,75044,
1000580,356882,True,Sun Oct 15 16:04:21 +0000 2017,@GWRHelp ‘Replacement bus service’ 3 words  guaranteed to bring normally strong people to their knees,1135459,1000579.0
2949389,814531,True,Wed Nov 29 17:01:38 +0000 2017,@117086 Sou o feliz proprietário de um - #FireTvStick - acabou de chegar ✌️✌️✌️bora fazer #unboxing - abandonando meu Apple TV de 3ª geração. - Amazon traga toda a linha para o Brasil 🙏🏻 https://t.co/cthhL3tSlP,2949387,2949391.0
1778699,534423,True,Sat Nov 25 08:10:38 +0000 2017,"@sizehelpteam are having a lafff them yeezys were gone in 0.9 secs if u managed to purchase a pair just how did u do it 
a cant cope wid dis there needs to be more pairs made @13510",1778698,
1453729,217027,True,Thu Nov 02 20:02:59 +0000 2017,@457366 @AmazonHelp  https://t.co/L0qW9jKs7w,1453730,1453728.0
1564174,325710,True,Sat Nov 04 15:09:37 +0000 2017,@Uber_Support This has been unpleasant for me. To fix this you should refund me more as your phone driver support agent was rude as well.,1564176,1564173.0
738470,296617,True,Fri Oct 06 18:37:57 +0000 2017,"@British_Airways your manage my booking feature is terrible. I'm already logged in, why must I enter so much info just to see my flights?",738469,
642430,UPSHelp,False,Wed Oct 04 19:31:50 +0000 2017,"@272494 I am sorry we have upset you. Our team would like to help, please DM the details and include the tracking number. ^TV https://t.co/wKJHDXWGRQ",642428,642431.0
1903556,404715,True,Wed Oct 25 05:21:29 +0000 2017,@idea_cares Nothing to look into it... I am going to port now... yes this is my number 8297288776... Need to wait for 3 months to port...Irritating...,,1903555.0
2598441,Ask_Spectrum,False,Fri Nov 17 05:26:35 +0000 2017,"@712251 Good evening. If you would please DM your account or phone number for me, I will be happy to look into this for you. ^MO",,2598442.0
726152,293627,True,Wed Oct 11 16:20:30 +0000 2017,"@AmazonHelp Thank you , have filled in the required details",726153,726151.0
2930409,251412,True,Wed Nov 29 09:03:54 +0000 2017,"@Uber_Support TYSM again, my data won't appear in your system. My hotel booked and I paid cash.",2930411,2930408.0
2914620,806804,True,Tue Nov 28 23:02:15 +0000 2017,y do i have to charge my fucking phone 53 times a day @115858,2914619,
1455287,AmazonHelp,False,Thu Nov 02 15:29:25 +0000 2017,@187544 Please get in touch with us via https://t.co/TxK11znixD and we'll check it out for you. ^AM,,1455288.0
2153101,632666,True,Thu Nov 09 01:23:28 +0000 2017,@115913 New iPhone X is delivered today. Open it &amp; get an error there is a problem with the camera. Contact customer service &amp; am told I should return to the store and pay another $291 - for a total of $582 oop- rep says yes. SERIOUSLY not happy customer.,2153099,
2632191,743225,True,Fri Nov 17 06:42:39 +0000 2017,@TacoBellTeam what gives I just wanted a taco https://t.co/uklhAUZTw8,"2632192,2632190",
2050230,AskPayPal,False,Thu Oct 05 17:14:06 +0000 2017,"@606297 Hola, gracias por contactarnos. Lamentamos cualquier inconveniente. Podemos ver que tu mensaje directo ya está siendo atendido. ^W",,2050231.0
108072,139996,True,Thu Nov 23 18:52:12 +0000 2017,@AmazonHelp Do you realise how unhelpful that response is? What do you suggest I do? Stay at work until 8pm? Change delivery to my home address and hope it’s delivered in the evening? Or just not shop with you? I’m all ears.,108071,108073.0
2327470,AskPayPal,False,Mon Nov 13 08:26:46 +0000 2017,@674039 Hi there. Could you please provide more information to us in a Private Message and we can help? ^DR,,2327471.0
1011477,AmazonHelp,False,Sun Oct 22 21:26:00 +0000 2017,"@359321 Hola, Luis. Cualquier novedad se anunciaría en el sitio web, por lo que te sugiero estar al tanto. ^JQ",,1011478.0
1565109,AppleSupport,False,Sat Nov 04 15:25:00 +0000 2017,@170467 Let's try the steps listed in this article. https://t.co/xU1AGIa4ME. Let us know if you need any further help.,,1565110.0
988889,344744,True,Sun Oct 22 13:08:59 +0000 2017,@AmazonHelp to look for resolutions because Amazon don’t allow customers to reply to their emails.,,988888.0
2545421,AmazonHelp,False,Thu Nov 16 13:51:03 +0000 2017,"@723496 Apologies. We'd like to take a closer look into this. Kindly fill in your details here:   https://t.co/beaaDm0muc and we’ll contact you soon. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^MN",,2545422.0
513228,238091,True,Fri Dec 01 23:52:28 +0000 2017,"@SouthwestAir Absolutely, let me know if you are aware of any jobs in commercials I would love to advertise for you.",513230,513227.0
919567,nationalrailenq,False,Sat Oct 21 10:36:41 +0000 2017,"@338287 Hi there, you can use the ticket office to collect tickets, or alternatively you can collect your ticket at your destination.",,919568.0
1680605,AirAsiaSupport,False,Tue Nov 07 07:03:57 +0000 2017,"@511009 Oh, great Yii Hwa. Sorry for the delayed response though. Take care and have a great day ahead! -Miza",,1680604.0
2401599,322634,True,Fri Oct 20 13:08:30 +0000 2017,@Delta on flight DL1954 from DFW to ATL right now the pilot is awesome 👏 and very nice 👍🏻,2401598,
1552131,480261,True,Sat Nov 04 03:52:03 +0000 2017,@AlaskaAir 3408. What’s with the delay?,1552133,1552130.0
35333,123702,True,Wed Nov 01 08:37:51 +0000 2017,"Hello,i have a question but i'm not sure is that possible, we have 150 ipads and we use apple configurator 2 for install apps to devices. First we connect devices to imac then we install with app configurator, can we install apps without connect to imac ?@AppleSupport #apple",35332,
1162835,AsurionCares,False,Tue Oct 24 15:50:00 +0000 2017,@393553 Who's your carrier? When did you file your claim? We'd be happy to check on the status. ^LN,,1162836.0
2117237,624035,True,Wed Nov 08 19:18:41 +0000 2017,@AppleSupport I worked this morning on both my phones. Thanks for reaching out!,2117239,2117236.0
905965,TMobileHelp,False,Tue Oct 10 13:51:39 +0000 2017,"@335086 We'll check out that area together, DM me so we can get started https://t.co/Nr93OTLzg7 *TaylorBest",905966,905967.0
1079003,TMobileHelp,False,Mon Oct 23 17:20:53 +0000 2017,@374532 Great question ! Shoot us a DM let's chat! *TaylorMichaels,,1079002.0
2574716,O2,False,Thu Nov 16 20:42:57 +0000 2017,"@730127 It's completely random John, we're always on the lookout for surprise opportunities. Could be you in the future 😄",2574717,2574718.0
1244048,SpotifyCares,False,Tue Oct 17 10:10:12 +0000 2017,"@411864 Hmm. Can you try logging out and back in? Also, does restarting your devices help at all? Keep us posted /RS",1244049,1244047.0
2554470,718983,True,Thu Nov 16 15:19:50 +0000 2017,Got my service to kind of work again on @115911 after 18 hours of having nothing. Had to connect to a different network and get booted back to default. I need to switch cause this is ridiculous.,2554469,
243885,173939,True,Sat Sep 30 11:14:41 +0000 2017,@SCsupport when a track is deleted does it get removed from listeners playlists? will it stop being shown on statistics ? thanks,243884,
1515657,471657,True,Fri Nov 03 19:01:05 +0000 2017,@VirginTrains Ok thanks,,1515656.0
883911,329903,True,Fri Oct 20 22:13:51 +0000 2017,"@AmazonHelp Guaranteed delivery was originally 10/19. It arrived at a city about 5 miles from me on that day; current estimate is 10/21, 2 days late.",883909,883913.0
1433778,452904,True,Thu Nov 02 13:36:16 +0000 2017,@Uber_Support __email__,1433780,1433777.0
331687,194984,True,Sun Oct 08 11:11:44 +0000 2017,@AppleSupport Thank you. I did have to recently as it wouldn't take my usual password due to having to change my iTunes one via iMessage &amp;a keychain one,331688,331686.0
798570,AirAsiaSupport,False,Sat Oct 28 15:24:12 +0000 2017,"@310379 Hi There, we has respond you via DM , see you there! :) Anwar",798571,798568.0
2197751,642880,True,Fri Nov 10 01:23:40 +0000 2017,"You know, I thought other cellular service providers were shitty, but @115911, you've outdone them. 3ppl, STILL no activation on new phone. 

WHO THE HELL has agents ask their customers for their password over the phone?!!","2197752,2197750",
846061,hulu_support,False,Fri Oct 20 14:17:27 +0000 2017,"@321089 We appreciate your continued cooperation, Brian! Give us a ring/ping and we'll investigate on our end: https://t.co/6YdK7bvQN7",,846062.0
900035,333664,True,Tue Nov 14 00:43:21 +0000 2017,"Alright @115858, you win. https://t.co/II0f7yYrDu",900034,
1510555,AppleSupport,False,Fri Nov 03 14:51:01 +0000 2017,@470604 We can offer some assistance with that issue. Please send us a DM when you have a moment. https://t.co/nYknMGviju,,1510556.0
491670,232166,True,Fri Dec 01 16:09:41 +0000 2017,@116016 is quick pay broken?,491669,
1147138,316912,True,Wed Oct 25 19:33:48 +0000 2017,"@Uber_Support Email me now. I have to start over every time. Look at ALL THE NOTES about my 20%, and your drivers hacking me",1147139,1147136.0
876572,328120,True,Fri Oct 13 19:53:43 +0000 2017,@YahooCare Seems to be working this evening,,876571.0
1558873,Tesco,False,Sat Nov 04 13:11:43 +0000 2017,"@481765 Can we have your full name, address and email please? We can refund by post or email voucher. Which is best for you? Thanks - Ian",2006957,1558872.0
981977,352827,True,Sun Oct 22 14:12:18 +0000 2017,thanks to amazon for randomly charging me for prime I didn’t sign up for ✔️,981975,
1835505,AppleSupport,False,Wed Oct 18 15:34:01 +0000 2017,@550452 Thanks for following up. Can you send us a DM and provide some additional details regarding what you're trying to do? https://t.co/GDrqU22YpT,,1835506.0
2627307,Ask_WellsFargo,False,Fri Nov 17 20:19:32 +0000 2017,"@742082 I'm sorry to see that this happened to you. Allow me to look into the situation in further detail. Send us a DM with your full name, phone number, and address (no account or card numbers). Thanks. ^CS https://t.co/q1oBDuYAdh",,2627306.0
314111,SpotifyCares,False,Fri Oct 06 21:35:57 +0000 2017,@190993 That's odd! Let's try reinstalling Spotify following these steps: https://t.co/3FU57oyTNJ /BH,314110,314112.0
1074107,TMobileHelp,False,Fri Oct 13 14:05:16 +0000 2017,@373432 We're more than happy to help! 😎 DM me ➡ https://t.co/m0OQWGlE4J 📲 Let's get you a new device! 🤝 *SamoAljasim,,1074108.0
682538,282892,True,Sat Oct 21 13:28:43 +0000 2017,@AmazonHelp It's blank. I seen it twice but I don't know how long I've ben charged it. Over summer my granddaughter bought w Echo bought $100's toys,"682540,682541",682537.0
799827,310602,True,Thu Oct 12 15:28:59 +0000 2017,@VerizonSupport And we still not have service since 3 weeks ago. We have a critical situation bcuz this. Account# 7182252402983 177,"800625,800627",799826.0
1547155,Delta,False,Fri Oct 20 01:18:10 +0000 2017,@230652 I definitely share your comment with our Leadership Team for consideration.  *AST,,1547154.0
897013,SW_Help,False,Fri Oct 13 18:35:14 +0000 2017,"@333011 Hi Alice, please speak to your on board guard as he may be able to assist ^JM",897014,897015.0
2459385,213905,True,Wed Nov 15 06:15:15 +0000 2017,Talk about loyalty. Hi @Delta. Loves youuuuuu. https://t.co/kffJMAuyVj,"2459384,2459386",
967694,GWRHelp,False,Wed Oct 11 16:22:24 +0000 2017,@349695 Sorry for any discomfort on board Robert. More carriages are coming from January to boost capacity. Phil.,,967695.0
2197956,168989,True,Fri Nov 10 00:32:39 +0000 2017,@642921 @134202 @TMobileHelp @172439 I have the unlocked version. It says it has all of T Mobile bands. I dunno..,"2197957,2197955",2197898.0
217960,167962,True,Wed Oct 04 19:39:00 +0000 2017,@167960 @116136 Chill they employ the homies lol,217959,217961.0
1383729,130995,True,Sat Oct 28 08:18:28 +0000 2017,@442022 @LondonMidland Put in a claim. I know it’s not the answer that you want but it’s the only way you’ll get anything out of them.,,1383725.0
1823792,547472,True,Mon Oct 16 01:49:30 +0000 2017,@Ask_Spectrum are there internet issuea in the Dayton Ohio area?,1823791,
1579605,486399,True,Sat Nov 04 19:08:46 +0000 2017,"@117014 thank you for finally updating the Vue guide and interface on Roku, long overdue.  I’m not going anywhere now",1579604,
2097373,619596,True,Wed Nov 08 04:50:31 +0000 2017,@ChipotleTweets @619595 Becky knows what's up 😂👍,,2097371.0
895636,ChipotleTweets,False,Fri Oct 20 21:52:00 +0000 2017,@332680 The best way to start the weekend. -Gabe,,895637.0
295748,186441,True,Wed Sep 13 08:30:38 +0000 2017,@VirginAtlantic @186442 Being passed around all the time - in the meantime I am owed over £1k 😩,295750,295747.0
2799060,ChipotleTweets,False,Tue Nov 21 23:16:25 +0000 2017,"@372362 I'm sorry for any issues. If you're having specific problems, you can reach out at https://t.co/0f6pFdYU9j -Tay",2799061,2799062.0
175054,157080,True,Fri Nov 24 23:38:22 +0000 2017,"@AskTarget 2911 Jamacha Road, El Cajon, CA 92019",175056,175052.0
1183528,BofA_Help,False,Fri Nov 03 22:30:41 +0000 2017,"@398315 Hi, we’re here to help; let us know what we can do. ^jv",1183527,32705.0
216155,ChipotleTweets,False,Wed Oct 04 21:44:53 +0000 2017,@167389 Interesting idea. -James,,216156.0
2969060,818996,True,Wed Nov 29 22:41:59 +0000 2017,@sprintcare I am not allowed to receive MMS while on calls. Is this something I have to deal with because of the phone I have. LG G6,"2969059,2969061,2969062",
1172000,395667,True,Tue Oct 24 19:31:48 +0000 2017,"Super bizarre that all of my neighborhood have @115722 (literally 2 feet from my house on both sides), but Verizon says ""unavailable"".",1171999,
1275335,ChipotleTweets,False,Mon Oct 30 15:42:47 +0000 2017,@418543 I think I would make a good Jay to your Silent Bob. -Gabe,1275334,1275336.0
1730721,522967,True,Tue Nov 07 09:16:35 +0000 2017,@115850 request you to update where my order is. Its been 3 days since the last status been updated. https://t.co/u2udVlYbDJ,"1730722,1730720",
709022,289523,True,Tue Oct 10 20:38:16 +0000 2017,@AmazonHelp Oh my. U actually responded o:,,709021.0
1291417,422005,True,Thu Oct 26 15:44:41 +0000 2017,"Hi @MicrosoftHelps where can I buy a new tip for surface pro 3's pen (double side button, purple top button)?",1291415,
125821,Uber_Support,False,Fri Nov 24 03:09:18 +0000 2017,@144235 We're here to help! Send us a DM with your email address so we can assist.,,125819.0
1854776,AskeBay,False,Thu Oct 19 07:10:23 +0000 2017,"@554910 Thanks for reporting this. You'd need to update your listings to use HTTPS, replace all of the item description &amp; gallery 1/2",,1854775.0
1286106,JetBlue,False,Mon Oct 16 05:50:53 +0000 2017,"@137878 Scheduled pumpkin carving, er, maintenance happening now...but we can help over the phone! No hold time right now.",,1286107.0
892103,TMobileHelp,False,Sat Oct 21 00:10:27 +0000 2017,"@331828 Let's make sure you get the speeds you expect. DM us, let's take a look at what's going on there. *JoanO",,892104.0
1423083,324428,True,Fri Dec 01 01:32:13 +0000 2017,"I know I should just eat better, but it still frustrates me how little @ChipotleTweets seems to give a damn anymore.",1423082,
2763846,773122,True,Mon Nov 27 02:08:51 +0000 2017,@TMobileHelp @115913 I am mad that I can not get buy get one free phone just went to tmobile and I do not qualify because of my plan,2763848,2763844.0
1309287,British_Airways,False,Fri Oct 27 04:32:57 +0000 2017,"@425970 Hi Jon. Send us a DM with your booking reference, email, Executive Club membership number, and...1/2",,1309286.0
2851214,ArgosHelpers,False,Mon Nov 27 20:15:10 +0000 2017,@792770 Please can you send us a copy of your receipt and we can take a look into this for you? -Clem https://t.co/n0TiKT0t1J,,2851212.0
111793,AmazonHelp,False,Thu Nov 23 13:21:00 +0000 2017,"@140831 We wouldn't have access to your account from here for security reasons. I'm sorry to hear about your call, what was advised when you spoke with us? ^NV",111792,111794.0
819449,315202,True,Thu Oct 12 21:36:28 +0000 2017,@sainsburys - you are correct re the trolley's. I must have either found a dud or have been inept! Thanks for checking.,819451,819448.0
2184738,639884,True,Thu Nov 09 17:50:32 +0000 2017,@AmazonHelp Why haven’t they despatched yet 😩😩😩😩😩😩 https://t.co/1Sm94lbvvV,2184737,
750707,299427,True,Wed Oct 11 17:27:13 +0000 2017,@115722 After having to call in 3 times only to have a scheduled repair happen this morning they were late and had to reschedule to Saturday,750706,750708.0
2848627,SouthwestAir,False,Mon Nov 27 18:47:37 +0000 2017,@792202 Glad you're enjoying the legroom! Enjoy your trip! ^CF,,2848628.0
1405340,446713,True,Sat Oct 28 18:41:38 +0000 2017,@AmazonHelp Amazon shipping,1405342,1405339.0
3669,116591,True,Sun Nov 26 00:16:21 +0000 2017,@comcastcares  https://t.co/r3Gr2SEyQf,3668,3670.0
190895,XboxSupport,False,Wed Oct 04 03:28:56 +0000 2017,@160817 We wouldn't have the specifics on exactly when it will be made available by EA unfortunately.  ^IS,,190896.0
639177,271618,True,Wed Nov 22 18:55:47 +0000 2017,If you haven’t had a McChicken w cheese you’re missin out,639176,
2841732,135810,True,Mon Nov 27 18:03:38 +0000 2017,@AmazonHelp Pour une première commande super. J’ai envoyer un fax. le compte Amazon est à mon nom mais ont a acheter avec la CB de mes parents j’ai donc mis LEUR RIB à eux Sa suffirats??,2841734,2841731.0
2964437,Ask_Spectrum,False,Wed Nov 29 21:52:28 +0000 2017,"@817914 Hello Jose. My apologies for any frustrations or inconvenience. If you’d like to DM your account details (phone number and full address), I’d be happy to check into this for you. ^MG","2964438,2964439",2964440.0
2300347,416685,True,Sun Nov 12 13:10:32 +0000 2017,@AppleSupport I’ve got an iPhone 6 with an intermittent t/screen problem. I’ve had the screen changed but no change. Any advice?,2300346,
987897,354076,True,Wed Oct 11 22:05:07 +0000 2017,When there’s no WiFi on your @Delta flight &amp; you just have to pray the @176804 can pull off the comeback while you’re in the air! 🙏🏻 #FlyTheW https://t.co/xFLU9DATkc,987895,
2276925,331618,True,Sat Nov 11 14:02:18 +0000 2017,Anyone having issues with their iPhone mail app? Keeps telling me my username/password is incorrect when I try to send an email? @115858 @AppleSupport,2276924,
2467184,705935,True,Sat Nov 25 22:40:08 +0000 2017,"@AmericanAir Just DMed you, thanks!",2467183,2467185.0
1690805,222540,True,Mon Nov 06 20:35:42 +0000 2017,@AmazonHelp I’m fed up of going around in circles- please help this be resolved,1690807,1690804.0
1901295,400382,True,Tue Oct 24 00:26:17 +0000 2017,So happy that #Simpsons #Treehouseofhorroris on @16681 too bad @Ask_Spectrum has the channel currently unavailable...,1901294,
2706916,760201,True,Sun Nov 19 23:49:49 +0000 2017,"@Uber_Support Why do you keep giving me the Drive 70 trips, make $65 extra Quest every week and my friend that drives in the same has usually has to drive only 40 trips for $75 this is very unfair",2706915,
1046220,GloCare,False,Sat Oct 14 18:48:04 +0000 2017,"@367320 Hello Dark Beasth , Line check shows you have invited guest sharing data with you. UO",1046221,1046222.0
1299225,423651,True,Thu Oct 26 23:12:11 +0000 2017,@115714 I have been on chat for over an hour and all they did was place in a ticket,"1299224,1299226",1299227.0
1392697,Morrisons,False,Sat Oct 28 13:15:53 +0000 2017,"@443915 Hi Micky, really sorry about this. Please pass me the store and I will feed this back to the Manager. 1/2",,1392698.0
827629,317142,True,Fri Oct 13 01:02:36 +0000 2017,@Delta thank you for your help today ! Glad you were able to accommodate me with my new accessory ! https://t.co/ZCe9exVZxZ,827628,
2916475,Uber_Support,False,Tue Nov 28 23:51:35 +0000 2017,@807250 Here to help! Send us a note here; https://t.co/K05RdmK3t4 and our team will be able to assist!,2916476,2916477.0
321767,AppleSupport,False,Sat Oct 07 13:23:26 +0000 2017,@192651 We can help with iMessages.  Are you using any other devices with the Mac for iMessage?,321768,321769.0
2858808,DropboxSupport,False,Mon Nov 27 21:04:58 +0000 2017,"@794472 Hi there, symlinks are not supported in Dropbox, since this can result in high CPU usage, unexpected syncing problems, and other issues: https://t.co/dnojKdG8yg",,2858809.0
1680779,AppleSupport,False,Mon Nov 06 16:10:00 +0000 2017,@511062 We can check on that with you. Please tell us your iOS version in DM. We'll go from there. https://t.co/GDrqU22YpT,,1680780.0
1905846,AppleSupport,False,Wed Oct 25 13:24:19 +0000 2017,"@413147 We want your wife to have access to her info on her new iPhone 8. Please send us a DM, so we can gather a few details. https://t.co/GDrqU22YpT",1905847,1905848.0
2684731,sainsburys,False,Sun Nov 19 16:40:56 +0000 2017,"@562583 My apologies Ian. A manager may have been able to offer an alternative solution, but this would be at the discretion of the store. I can only apologise for the disappointment this has caused. Reid",2684732,2684729.0
2071639,612689,True,Mon Oct 09 05:05:53 +0000 2017,"@SpotifyCares my wife was kicked out of my family plan, and she's not able to join back, can someone help im about to cancel my subscription",2071638,
271236,180712,True,Tue Sep 19 04:32:11 +0000 2017,@British_Airways How can I file a complaint? I flew Alicante-Vancouver stopping in London and my luggage only got until London :(,271234,
